Price,Adj Close,Close,High,Low,Open,Volume
Ticker,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS
Date,,,,,,
1996-01-01,0.9081907272338867,1.125,1.125,1.125,1.125,19999
1996-01-02,0.8375537395477295,1.037500023841858,1.037500023841858,1.037500023841858,1.037500023841858,39999
1996-01-03,0.8678265810012817,1.0750000476837158,1.0750000476837158,1.0750000476837158,1.0750000476837158,19999
1996-01-04,0.8678265810012817,1.0750000476837158,1.0750000476837158,1.0750000476837158,1.0750000476837158,119999
1996-01-05,0.8678265810012817,1.0750000476837158,1.0750000476837158,1.0750000476837158,1.0750000476837158,0
1996-01-08,0.8678265810012817,1.0750000476837158,1.0750000476837158,1.0750000476837158,1.0750000476837158,0
1996-01-09,0.8678265810012817,1.0750000476837158,1.0824999809265137,1.0750000476837158,1.0824999809265137,39999
1996-01-10,0.8690375685691833,1.0765000581741333,1.0765000581741333,1.0750000476837158,1.0750000476837158,59999
1996-01-11,0.8678265810012817,1.0750000476837158,1.087499976158142,1.065000057220459,1.0765000581741333,79999
1996-01-12,0.8678265810012817,1.0750000476837158,1.0750000476837158,1.0750000476837158,1.0750000476837158,19999
1996-01-15,0.8678265810012817,1.0750000476837158,1.0750000476837158,1.0750000476837158,1.0750000476837158,0
1996-01-16,0.8476444482803345,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,19999
1996-01-17,0.8476444482803345,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,0
1996-01-18,0.863789975643158,1.0700000524520874,1.0700000524520874,1.0700000524520874,1.0499999523162842,19999
1996-01-19,0.8476444482803345,1.0499999523162842,1.0549999475479126,1.0499999523162842,1.0549999475479126,39999
1996-01-22,0.863789975643158,1.0700000524520874,1.0700000524520874,1.0301250219345093,1.0301250219345093,99999
1996-01-23,0.8476444482803345,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0700000524520874,79999
1996-01-24,0.8476444482803345,1.0499999523162842,1.0499999523162842,1.0475000143051147,1.0475000143051147,39999
1996-01-25,0.8476444482803345,1.0499999523162842,1.0512499809265137,1.037500023841858,1.0487500429153442,619999
1996-01-26,0.8476444482803345,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,0
1996-01-29,0.8476444482803345,1.0499999523162842,1.0512499809265137,1.037500023841858,1.037500023841858,439999
1996-01-30,0.8406816720962524,1.0413750410079956,1.049875020980835,1.0001250505447388,1.0499999523162842,119999
1996-01-31,0.8406816720962524,1.0413750410079956,1.0413750410079956,1.0413750410079956,1.0413750410079956,0
