Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS
Date,,,,,,
1998-11-27,2.251371145248413,3.4000000953674316,3.549999952316284,2.7100000381469727,3.549999952316284,21000
1998-11-30,2.1255593299865723,3.2100000381469727,3.299999952316284,3.0999999046325684,3.25,132000
1998-12-01,2.2447495460510254,3.390000104904175,3.4600000381469727,3.2200000286102295,3.2899999618530273,123500
1998-12-02,2.2447495460510254,3.390000104904175,3.440000057220459,3.319999933242798,3.359999895095825,75500
1998-12-03,2.2447495460510254,3.390000104904175,3.490000009536743,3.369999885559082,3.440000057220459,102000
1998-12-04,2.2447495460510254,3.390000104904175,3.4100000858306885,3.299999952316284,3.3399999141693115,71000
1998-12-07,2.2381277084350586,3.380000114440918,3.440000057220459,3.3499999046325684,3.380000114440918,26000
1998-12-08,2.145423650741577,3.240000009536743,3.4000000953674316,3.2300000190734863,3.380000114440918,32500
1998-12-09,2.145423650741577,3.240000009536743,3.3399999141693115,3.2300000190734863,3.2899999618530273,15000
1998-12-10,2.1189370155334473,3.200000047683716,3.2699999809265137,3.190000057220459,3.240000009536743,36000
1998-12-11,2.0924506187438965,3.1600000858306885,3.240000009536743,3.119999885559082,3.2200000286102295,37500
1998-12-14,2.105693817138672,3.180000066757202,3.259999990463257,3.1600000858306885,3.259999990463257,18500
1998-12-15,2.085829257965088,3.1500000953674316,3.200000047683716,3.1500000953674316,3.200000047683716,8500
1998-12-16,2.072585344314575,3.130000114440918,3.1600000858306885,3.0999999046325684,3.140000104904175,43000
1998-12-17,2.039477586746216,3.0799999237060547,3.119999885559082,3.0299999713897705,3.0299999713897705,14000
1998-12-18,1.9865038394927979,3.0,3.119999885559082,2.990000009536743,3.059999942779541,72500
1998-12-21,2.0196120738983154,3.049999952316284,3.1600000858306885,3.049999952316284,3.1500000953674316,35500
1998-12-22,2.026233673095703,3.059999942779541,3.069999933242798,3.0,3.069999933242798,22000
1998-12-23,2.0129904747009277,3.0399999618530273,3.069999933242798,3.0,3.0399999618530273,20000
1998-12-24,1.9865038394927979,3.0,3.059999942779541,2.9200000762939453,2.9200000762939453,29000
1998-12-25,1.9865038394927979,3.0,3.0,3.0,3.0,0
1998-12-28,1.9865038394927979,3.0,3.069999933242798,3.0,3.0,11000
1998-12-29,2.0196120738983154,3.049999952316284,3.0999999046325684,3.0,3.009999990463257,24000
1998-12-30,2.257993221282959,3.4100000858306885,3.5399999618530273,3.130000114440918,3.130000114440918,47000
1998-12-31,2.145423650741577,3.240000009536743,3.4000000953674316,3.2100000381469727,3.4000000953674316,48500
1999-01-01,2.1652889251708984,3.2699999809265137,3.3399999141693115,3.2300000190734863,3.319999933242798,337500
1999-01-04,2.257993221282959,3.4100000858306885,3.5399999618530273,3.4000000953674316,3.4000000953674316,50000
1999-01-05,2.1189370155334473,3.200000047683716,3.359999895095825,3.1700000762939453,3.359999895095825,44000
1999-01-06,2.1189370155334473,3.200000047683716,3.2699999809265137,3.1500000953674316,3.2699999809265137,47000
1999-01-07,2.2182624340057373,3.3499999046325684,3.559999942779541,3.200000047683716,3.200000047683716,104000
1999-01-08,2.257993221282959,3.4100000858306885,3.549999952316284,3.4000000953674316,3.440000057220459,220000
1999-01-11,2.3242099285125732,3.509999990463257,3.6500000953674316,3.4100000858306885,3.5999999046325684,172500
1999-01-12,2.2712364196777344,3.430000066757202,3.5999999046325684,3.369999885559082,3.450000047683716,47500
1999-01-13,2.2646138668060303,3.4200000762939453,3.4700000286102295,3.4000000953674316,3.4100000858306885,25500
1999-01-14,2.224884510040283,3.359999895095825,3.4000000953674316,3.299999952316284,3.359999895095825,9000
1999-01-15,2.1123156547546387,3.190000057220459,3.4000000953674316,3.130000114440918,3.4000000953674316,31000
1999-01-18,2.158667802810669,3.259999990463257,3.259999990463257,3.1500000953674316,3.190000057220459,9000
1999-01-19,2.1851539611816406,3.299999952316284,3.3499999046325684,3.25,3.3499999046325684,7500
