Price,Adj Close,Close,High,Low,Open,Volume
Ticker,EICHERMOT.NS,EICHERMOT.NS,EICHERMOT.NS,EICHERMOT.NS,EICHERMOT.NS,EICHERMOT.NS
Date,,,,,,
1996-01-01,1.072422742843628,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.5999999046325684,22000
1996-01-02,1.075401782989502,3.609999895095825,3.640000104904175,3.5999999046325684,3.5999999046325684,31000
1996-01-03,1.0873178243637085,3.6500000953674316,3.6500000953674316,3.6500000953674316,3.6500000953674316,11000
1996-01-04,1.0873178243637085,3.6500000953674316,3.6500000953674316,3.5999999046325684,3.5999999046325684,16000
1996-01-05,1.072422742843628,3.5999999046325684,3.6500000953674316,3.5399999618530273,3.6500000953674316,6000
1996-01-08,1.0336964130401611,3.4700000286102295,3.6500000953674316,3.450000047683716,3.6500000953674316,17000
1996-01-09,0.9800750017166138,3.2899999618530273,3.2899999618530273,3.200000047683716,3.200000047683716,3000
1996-01-10,0.9979487657546997,3.3499999046325684,3.4000000953674316,3.049999952316284,3.049999952316284,21000
1996-01-11,0.9979487657546997,3.3499999046325684,3.4000000953674316,3.3299999237060547,3.3949999809265137,14000
1996-01-12,0.9949699640274048,3.3399999141693115,3.3499999046325684,3.3299999237060547,3.3499999046325684,24000
1996-01-15,0.9830541014671326,3.299999952316284,3.299999952316284,3.244999885559082,3.25,9000
1996-01-16,0.9830541014671326,3.299999952316284,3.299999952316284,3.259999990463257,3.259999990463257,5000
1996-01-17,0.969649076461792,3.255000114440918,3.424999952316284,3.255000114440918,3.375,14000
1996-01-18,0.9085803031921387,3.049999952316284,3.299999952316284,3.0250000953674316,3.299999952316284,13000
1996-01-19,0.8341066241264343,2.799999952316284,3.0399999618530273,2.75,2.75,167000
1996-01-22,0.8430435657501221,2.8299999237060547,3.0,2.8299999237060547,2.8350000381469727,30000
1996-01-23,0.8713433146476746,2.924999952316284,3.0,2.630000114440918,2.630000114440918,33000
1996-01-24,0.8668749928474426,2.9100000858306885,3.0,2.9100000858306885,3.0,9000
1996-01-25,0.8996435403823853,3.0199999809265137,3.200000047683716,2.994999885559082,3.200000047683716,13000
