Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ULTRACEMCO.NS,ULTRACEMCO.NS,ULTRACEMCO.NS,ULTRACEMCO.NS,ULTRACEMCO.NS,ULTRACEMCO.NS
Date,,,,,,
2002-08-12,282.5158996582031,309.1000061035156,309.8999938964844,305.5,306.0,13300
2002-08-13,284.1609802246094,310.8999938964844,313.0,302.54998779296875,302.54998779296875,14200
2002-08-14,284.4353332519531,311.20001220703125,312.0,303.1000061035156,303.1000061035156,40000
2002-08-15,284.4353332519531,311.20001220703125,311.20001220703125,311.20001220703125,311.20001220703125,0
2002-08-16,284.2980651855469,311.04998779296875,312.0,308.04998779296875,310.0,30600
2002-08-19,284.48095703125,311.25,313.8999938964844,310.6000061035156,311.0,29300
2002-08-20,284.7094421386719,311.5,312.8500061035156,310.5,312.25,74300
2002-08-21,289.09661865234375,316.29998779296875,324.25,309.0,309.0,48800
2002-08-22,287.4971008300781,314.54998779296875,318.79998779296875,311.0,316.04998779296875,32600
2002-08-23,287.5428771972656,314.6000061035156,315.8999938964844,311.0,311.0,46100
2002-08-26,288.82244873046875,316.0,316.8999938964844,313.0,313.8999938964844,31600
2002-08-27,288.54827880859375,315.70001220703125,317.0,312.0,315.5,41800
2002-08-28,287.8170166015625,314.8999938964844,321.8999938964844,307.0,307.0,33100
2002-08-29,291.38165283203125,318.79998779296875,322.0,311.54998779296875,315.45001220703125,41100
2002-08-30,287.6800231933594,314.75,320.0,311.54998779296875,320.0,84100
2002-09-02,286.3546142578125,313.29998779296875,318.5,311.5,318.0,23300
2002-09-03,284.2980651855469,311.04998779296875,315.5,310.20001220703125,315.5,15500
2002-09-04,287.451416015625,314.5,316.3999938964844,309.0,312.0,16300
2002-09-05,293.758056640625,321.3999938964844,324.04998779296875,311.75,312.0,49800
2002-09-06,290.8332214355469,318.20001220703125,324.8500061035156,316.1000061035156,319.04998779296875,46800
2002-09-09,287.2685546875,314.29998779296875,317.0,313.04998779296875,314.0,13800
2002-09-10,287.2685546875,314.29998779296875,314.29998779296875,314.29998779296875,314.29998779296875,0
2002-09-11,286.94873046875,313.95001220703125,318.0,312.04998779296875,313.0,20400
2002-09-12,293.6208801269531,321.25,323.0,312.1000061035156,313.0,61900
2002-09-13,289.37078857421875,316.6000061035156,322.0,314.1000061035156,321.0,58400
2002-09-16,289.6450500488281,316.8999938964844,318.20001220703125,311.54998779296875,313.0,24600
2002-09-17,287.77142333984375,314.8500061035156,319.0,313.0,313.0,6600
2002-09-18,286.53741455078125,313.5,316.75,311.1000061035156,315.0,18400
2002-09-19,282.972900390625,309.6000061035156,316.8500061035156,308.0,311.6000061035156,28900
2002-09-20,284.25244140625,311.0,313.95001220703125,303.1000061035156,309.95001220703125,24800
2002-09-23,283.06427001953125,309.70001220703125,315.0,308.0,309.79998779296875,31500
2002-09-24,285.16644287109375,312.0,315.0,306.04998779296875,306.04998779296875,31400
2002-09-25,284.9836120605469,311.79998779296875,312.5,309.0,309.0,10500
2002-09-26,284.1609802246094,310.8999938964844,312.75,309.04998779296875,309.04998779296875,5000
2002-09-27,283.24700927734375,309.8999938964844,314.0,309.1000061035156,309.1000061035156,49300
2002-09-30,282.83575439453125,309.45001220703125,313.95001220703125,305.04998779296875,313.95001220703125,101100
2002-10-01,282.5158996582031,309.1000061035156,312.75,308.0,312.75,86300
